ICD10;AirP;AQHI;SA;CO;SC;O3;SO;PM2.5;SP;AQHIX;SX;NO2;SN;O3H8;SH;SO2;SS;LAG
R00 - R99;Cold Female;0.001294105;0.002510539;0.007310935;0.017545103;-0.000143685;0.000306466;0.000545967;0.000278982;-0.000395328;0.001712651;-3.07324E-05;0.000244061;-9.96667E-05;0.000280195;0.001898506;0.001287333;2
R00 - R99;Cold Male;0.004216186;0.002498857;0.067492942;0.017336562;-0.000237863;0.000306248;0.000820124;0.000277567;0.001711581;0.001707639;0.000208539;0.000243035;0.000168022;0.00027935;0.000223239;0.00127406;2
R00 - R99;Age 0-10 All;0.008848613;0.005191287;0.120350551;0.044421464;0.000241216;0.000617575;0.001617411;0.000647397;0.003646382;0.003524454;0.000470546;0.000599217;0.000374354;0.000414759;0.006430049;0.003197309;2
R00 - R99;Age 0-10 Female;0.006802297;0.00695144;0.12004879;0.05935271;0.000323485;0.000828463;0.001698361;0.000865395;0.000869828;0.00471924;6.35309E-05;0.000799978;0.000141849;0.000557894;0.007693652;0.004281602;2
R00 - R99;Age 0-10 Male;0.010519005;0.006496695;0.12063418;0.05572439;0.000169697;0.00077153;0.001549881;0.000811669;0.005928249;0.004409669;0.000809772;0.000751549;0.000560907;0.000517018;0.005426267;0.004001527;2
R00 - R99;Age 11-60 All;0.00229917;0.002075772;0.03331256;0.01813234;8.08382E-05;0.000246474;0.000475131;0.000260327;0.001347646;0.001411882;9.60293E-05;0.000245709;0.000229278;0.000162159;0.000982733;0.001299818;2
R00 - R99;Age 11-60 Female;0.00316801;0.002531883;0.01156936;0.02218171;0.000121903;0.000300247;0.000518442;0.000317763;0.002131518;0.00172109;0.000194967;0.000299842;0.000318184;0.000197523;0.00156369;0.001590923;2
R00 - R99;Age 11-60 Male;0.001107572;0.002656043;0.062167766;0.023111254;2.40393E-05;0.000315905;0.000412917;0.000332877;0.000282657;0.001807882;-3.77717E-05;0.000314165;0.000108089;0.000207879;0.000209629;0.001655402;2
R00 - R99;Age 60+All;0.002243082;0.002663339;0.03194685;0.02327991;0.000131496;0.000316181;0.000423224;0.000333885;0.000717016;0.001812914;7.93124E-05;0.000316291;9.00055E-05;0.00020773;-4.06595E-05;0.001673498;2
R00 - R99;Age 60+ Female;0.002949848;0.003299887;0.03715878;0.02889505;2.07134E-05;0.000392066;0.000604447;0.000413745;0.000982577;0.002245945;0.000174342;0.000392137;5.43118E-05;0.000257378;0.000810201;0.00207433;2
R00 - R99;Age 60+ Male;0.001445205;0.003526713;0.02600554;0.03077004;0.000260079;0.000418272;0.000217585;0.000442071;0.000415017;0.00240082;-2.93664E-05;0.000418492;0.000131646;0.000275058;-0.001007587;0.002214746;2
R00 - R99;All: LAG 3;0.003862162;0.001842368;0.041693802;0.016058491;-7.82185E-06;0.000219744;0.00071528;0.000230637;0.001471193;0.0012553;0.000282466;0.000218322;5.27933E-05;0.000144166;0.002063434;0.001150327;3
R00 - R99;Female;0.003578339;0.002185134;0.03238125;0.01909788;-9.30924E-05;0.00026072;0.000686405;0.000273675;0.001307437;0.001488711;0.000301934;0.000259188;-7.25359E-06;0.000170951;0.002128235;0.001368094;3
R00 - R99;Male;0.004209915;0.002216165;0.052995303;0.019256852;9.72034E-05;0.000264087;0.000750366;0.000277413;0.001672229;0.001509698;0.000258364;0.00026224;0.000126883;0.000173379;0.00198361;0.00137896;3
R00 - R99;Warm All;0.003710393;0.001601508;0.02347441;0.01840728;0.000291994;0.000188603;0.000480218;0.000225484;0.002554278;0.001090147;0.000377063;0.000239144;0.000269552;0.000106561;0.002590173;0.001266461;3
R00 - R99;Warm Female;0.004179708;0.001906658;0.02649153;0.02190425;0.000198338;0.000224881;0.000527128;0.000268297;0.002771961;0.001298306;0.000562409;0.000284703;0.000217599;0.000127044;0.003238448;0.001506554;3
R00 - R99;Warm Male;0.00312858;0.001976353;0.01971798;0.0227213;0.00040755;0.000232226;0.000421753;0.00027843;0.002285183;0.001344783;0.000147607;0.000294997;0.000333783;0.000131282;0.001781121;0.001564162;3
R00 - R99;Cold All;0.004255922;0.002134218;0.051157063;0.014804805;-0.000458855;0.00026065;0.000879838;0.000236233;0.000280055;0.001460516;0.000275021;0.000208284;-0.000753693;0.000235172;0.001736539;0.001084479;3
R00 - R99;Cold Female;0.002784917;0.002526503;0.03588218;0.01758653;-0.000543018;0.000308341;0.000762131;0.00027983;-0.000491277;0.001727887;0.000194364;0.000246666;-0.000870148;0.00027823;0.00141482;0.001288242;3
R00 - R99;Cold Male;0.006048327;0.002517035;0.06952523;0.01739934;-0.000355568;0.000307676;0.00102305;0.000278667;0.00122031;0.001723232;0.000372815;0.000245494;-0.000611198;0.000277753;0.002124268;0.001273688;3
R00 - R99;Age 0-10 All;0.018424486;0.005201636;0.138404524;0.044373717;-0.000268185;0.000622365;0.002609097;0.000645924;0.009614865;0.003540719;0.001793791;0.000602754;0.000355114;0.000416531;0.01314736;0.003178829;3
R00 - R99;Age 0-10 Female;0.019890231;0.006951842;0.204539542;0.05907819;-0.000532754;0.000832481;0.002838719;0.000863677;0.010900762;0.004728517;0.002061731;0.000802906;0.000365261;0.00055848;0.01391295;0.00424922;3
R00 - R99;Age 0-10 Male;0.017215701;0.006518305;0.08341958;0.05576264;-5.03152E-05;0.000778248;0.002419466;0.000809488;0.008554881;0.004436982;0.001570221;0.000757067;0.000347661;0.000519882;0.0125149;0.003984518;3
R00 - R99;Age 11-60 All;0.001511689;0.002087904;0.02398824;0.01823069;-1.20175E-06;0.000248854;0.000483999;0.00026169;-0.000255051;0.001421875;6.68995E-06;0.00024757;-7.49368E-05;0.000163132;0.00115148;0.001304561;3
R00 - R99;Age 11-60 Female;0.002055133;0.002539426;0.006900527;0.022238584;-2.64932E-05;0.000302669;0.000532664;0.000318412;4.61039E-06;0.001729231;8.66766E-05;0.000301428;-9.58176E-05;0.000198298;0.00147852;0.001592761;3
R00 - R99;Age 11-60 Male;0.000770449;0.002668073;0.04670019;0.02320478;3.27088E-05;0.000317998;0.000416958;0.00033434;-0.000608694;0.001817112;-0.000101141;0.000315896;-4.69549E-05;0.000208623;0.000717309;0.001658647;3
R00 - R99;Age 60+All;0.004728039;0.002663336;0.05033695;0.02327729;3.9376E-05;0.000317533;0.000685876;0.000333768;0.002707638;0.001815025;0.000414653;0.000316734;0.000217601;0.000207625;0.001008208;0.001668912;3
R00 - R99;Age 60+ Female;0.00331414;0.003298275;0.04632132;0.02888046;-0.000138935;0.000393813;0.000553163;0.000413209;0.001954163;0.00224869;0.000354772;0.000392696;9.7075E-05;0.000257437;0.00094323;0.002067601;3
R00 - R99;Age 60+ Male;0.006344451;0.003524339;0.05485892;0.03074556;0.000242379;0.000419302;0.000838211;0.000441897;0.003566037;0.002400373;0.000482045;0.000418524;0.000355013;0.00027428;0.001084442;0.002206769;3
R00 - R99;All: LAG 4;0.002597569;0.001852651;0.02096753;0.01610462;4.1412E-05;0.000221072;0.000414063;0.000231381;0.001157301;0.001259481;0.000196159;0.000219825;7.29359E-05;0.000144;0.000621382;0.001144065;4
R00 - R99;Female;0.0021158;0.002196045;0.01279475;0.01911446;-2.90082E-05;0.00026206;0.000306769;0.000274423;0.001113832;0.001492315;0.000213454;0.000260703;4.56214E-05;0.000170586;0.00030397;0.001359175;4
R00 - R99;Male;0.003186747;0.002228373;0.03092282;0.019339;0.000127595;0.000265837;0.000545218;0.000278145;0.001210062;0.001515518;0.000174927;0.000264211;0.000106443;0.000173306;0.001007674;0.001372091;4
R00 - R99;Warm All;0.002042161;0.001603348;0.03135345;0.01835547;2.8955E-05;0.000190331;0.000296977;0.000224603;0.001393461;0.001086504;0.000312273;0.000238087;9.3373E-05;0.0001065;-0.00117956;0.001261351;4
R00 - R99;Warm Female;0.002547899;0.001909499;0.02551945;0.02184465;2.93331E-05;0.000226851;0.000240187;0.000267516;0.001839261;0.00129345;0.000475154;0.000283365;9.22896E-05;0.000126844;-0.001195934;0.001501583;4
R00 - R99;Warm Male;0.001414625;0.001977572;0.03858085;0.02266378;2.84257E-05;0.000234499;0.000366127;0.000277003;0.000842172;0.001340738;0.000110638;0.000293863;9.47755E-05;0.00013134;-0.00116509;0.001556523;4
R00 - R99;Cold All;0.003849063;0.002153238;0.01590395;0.01490891;5.20317E-05;0.000261377;0.00054225;0.000237803;0.00128812;0.001476287;0.000177715;0.000211045;6.68257E-05;0.000234812;0.001709662;0.001078156;4
R00 - R99;Cold Female;0.00177493;0.002545452;0.006612474;0.017651222;-0.000143256;0.000308749;0.000343849;0.000281217;0.000482184;0.001744295;0.000110764;0.000249568;-0.000102225;0.000277445;0.001110392;0.001278427;4
R00 - R99;Cold Male;0.0063845;0.002536512;0.02710976;0.01753042;0.000289775;0.000308126;0.000785792;0.000280096;0.002271647;0.001740053;0.000259247;0.000248509;0.000272501;0.000276729;0.002439443;0.001265578;4
R00 - R99;Age 0-10 All;0.010261466;0.005244099;0.07512693;0.04463147;-0.000948756;0.000624889;0.001541048;0.000647854;0.006461897;0.003558906;0.001411009;0.00060708;2.27332E-06;0.000416803;0.007896895;0.003151784;4
R00 - R99;Age 0-10 Female;0.011367756;0.007024757;0.14674355;0.05947408;-0.001318511;0.000837654;0.001267221;0.000869877;0.009908065;0.004757447;0.00192588;0.00081;0.000284166;0.000559621;0.003309488;0.004234303;4
R00 - R99;Age 0-10 Male;0.009346469;0.006555732;0.01550464;0.05602072;-0.000643948;0.000780531;0.001763678;0.000808419;0.003618347;0.004455969;0.000980847;0.000761469;-0.00022423;0.000519819;0.011642701;0.003930651;4
R00 - R99;Age 11-60 All;0.002022752;0.00209913;0.01678735;0.01827873;0.000162778;0.00025051;0.000340912;0.000262445;0.000555448;0.00142669;6.23115E-05;0.000249338;6.80221E-05;0.000162956;0.000146775;0.001297055;4
R00 - R99;Age 11-60 Female;0.001622344;0.002551012;-0.003100912;0.022240987;0.000164868;0.000304135;0.000303985;0.000319051;1.722E-05;0.001733247;1.24631E-05;0.000303201;-9.83871E-06;0.00019783;0.000539536;0.001580109;4
R00 - R99;Age 11-60 Male;0.002545862;0.002679767;0.04337958;0.02328924;0.000158144;0.000320214;0.00038842;0.000334923;0.001274574;0.001821911;0.00012874;0.000318006;0.00017224;0.000208294;-0.000372734;0.00165023;4
R00 - R99;Age 60+All;0.001840689;0.002674046;0.0151964;0.02328911;5.26978E-05;0.00031893;0.000277698;0.000334286;0.000995904;0.001818961;0.000139294;0.000318457;9.60835E-05;0.000207164;-0.000328496;0.001659524;4
R00 - R99;Age 60+ Female;0.001258361;0.003310284;0.01611056;0.02887633;-0.000154701;0.000395647;0.000120708;0.000413748;0.00152302;0.002251413;0.000248566;0.000394369;0.000111285;0.000256669;-0.000811333;0.002056159;4
R00 - R99;Age 60+ Male;0.002515699;0.003540583;0.01421697;0.03078;0.000288341;0.000421209;0.000458353;0.000442714;0.00039909;0.002408687;1.52916E-05;0.00042145;7.95118E-05;0.000274028;0.000222777;0.002194964;4
R00 - R99;All: LAG 5;0.002494012;0.001859125;0.01170936;0.01614654;0.000249869;0.000221717;0.000325564;0.000231528;0.001154346;0.001264232;9.83691E-05;0.00022113;0.000178387;0.000144173;0.001142787;0.001136587;5
R00 - R99;Female;0.001702862;0.002203386;0.007466381;0.019164022;0.000188873;0.000262704;0.000142816;0.000274663;0.001044963;0.001497801;9.76719E-05;0.000262238;0.000150883;0.000170774;0.001300202;0.001349547;5
R00 - R99;Male;0.003468986;0.002234165;0.01686941;0.01936785;0.000324592;0.000266515;0.000549744;0.00027789;0.00129075;0.001519833;9.97046E-05;0.000265506;0.000212202;0.000173376;0.000955153;0.001362742;5
R00 - R99;Warm All;0.003071623;0.001606629;0.02669178;0.01832905;0.000241916;0.000191124;0.000108687;0.000224826;0.002458577;0.001089614;0.000493586;0.000238006;0.000196496;0.000106871;0.001030002;0.001239519;5
R00 - R99;Warm Female;0.002874212;0.001913538;0.01765407;0.02183378;0.000187852;0.000227612;3.64981E-05;0.000267781;0.002575501;0.001297842;0.000541025;0.000283598;0.000192766;0.000127278;0.001124467;0.001475561;5
R00 - R99;Warm Male;0.003312486;0.00197853;0.03774946;0.02256194;0.000308729;0.000235336;0.000197842;0.00027675;0.002310254;0.001341936;0.000434326;0.000292954;0.000200795;0.000131617;0.00091557;0.001526891;5
R00 - R99;Cold All;0.002352035;0.002160535;0.0066986;0.01496485;0.000159701;0.000262154;0.000542006;0.000237153;-1.48026E-05;0.001481128;-3.59667E-05;0.00021271;0.000100512;0.000233582;0.001378132;0.001077338;5
R00 - R99;Cold Female;0.000405072;0.002552131;0.004372487;0.017702493;8.56628E-05;0.000309696;0.000226452;0.000280493;-0.000699532;0.00174829;-8.6585E-05;0.000251325;-7.22293E-05;0.000275949;0.00146156;0.001275934;5
R00 - R99;Cold Male;0.004737976;0.002544787;0.009465473;0.017597829;0.000248474;0.000308772;0.000928925;0.000278943;0.000826437;0.001746207;2.61984E-05;0.000250487;0.00031118;0.00027508;0.001288163;0.001265259;5
R00 - R99;Age 0-10 All;0.004363018;0.00523769;0.06026416;0.04460093;-0.000773374;0.000626959;0.000991284;0.000645314;0.002016951;0.003556839;0.000643909;0.000607037;-0.000252379;0.000416405;0.005843575;0.003127522;5
R00 - R99;Age 0-10 Female;-0.001485501;0.00702161;0.02893128;0.05958259;0.000237744;0.000838884;-0.000284895;0.000867969;-0.00153846;0.004759771;-0.000235029;0.000810878;-0.000134115;0.000559097;0.003274945;0.004181323;5
R00 - R99;Age 0-10 Male;0.009157351;0.006542698;0.08633707;0.0558903;-0.001604649;0.000784348;0.002028994;0.000803681;0.004945765;0.004449684;0.00137337;0.000760476;-0.000348368;0.000519592;0.007968079;0.003917176;5
R00 - R99;Age 11-60 All;0.001256217;0.002107091;0.00627553;0.01834495;0.000172212;0.000251404;0.000157472;0.000262684;0.000863937;0.001432112;2.70876E-05;0.000250856;0.000182966;0.000163174;0.001051763;0.001287937;5
R00 - R99;Age 11-60 Female;0.001140116;0.002557959;-0.007162918;0.02230507;0.000232534;0.000304967;5.8214E-05;0.000319088;0.001004159;0.001738309;2.15192E-05;0.000304772;0.000220136;0.000197958;0.001541067;0.001569063;5
R00 - R99;Age 11-60 Male;0.001424023;0.002690611;0.02426871;0.02337297;9.02424E-05;0.000321352;0.000292497;0.000335148;0.00068191;0.001829028;3.59053E-05;0.000319976;0.000133019;0.000208564;0.000418076;0.001636856;5
R00 - R99;Age 60+All;0.004348081;0.002681385;0.009719077;0.023290263;0.000635709;0.000319044;0.000475039;0.000334195;0.001489982;0.001825438;9.31848E-05;0.00032033;0.000267745;0.000207222;0.000117367;0.001649142;5
R00 - R99;Age 60+ Female;0.003499842;0.003320873;0.03201424;0.02887818;9.50202E-05;0.000395797;0.000403459;0.000414057;0.001662142;0.002259983;0.00032365;0.000396822;6.84499E-05;0.000256763;0.000385053;0.002040031;5
R00 - R99;Age 60+ Male;0.0053136;0.003546983;-0.01541814;0.03075157;0.001248232;0.000421061;0.000555861;0.000441862;0.001295173;0.002415067;-0.00016836;0.000423429;0.00049448;0.00027388;-0.000189863;0.002183682;5
R00 - R99;All: LAG 6;0.002804795;0.00184933;0.008159513;0.016261874;0.000140561;0.000222451;0.000374689;0.000230005;0.001219908;0.001256402;0.000191801;0.000219699;9.5579E-05;0.000143891;0.000521991;0.001124476;6
R00 - R99;Female;0.003003442;0.002192213;0.01651977;0.01931606;-6.5571E-06;0.000263651;0.000325875;0.000272808;0.001823153;0.001488941;0.000337513;0.00026058;8.83922E-05;0.000170447;0.001123399;0.00133398;6
R00 - R99;Male;0.002558368;0.00222155;-0.002012031;0.01948126;0.00032115;0.000267192;0.000433806;0.000276116;0.000478256;0.001509452;1.36222E-05;0.000263654;0.00010419;0.000172973;-0.000210159;0.001349135;6
R00 - R99;Warm All;0.002150088;0.001606481;0.002778086;0.018414614;0.000279945;0.00019099;0.000232337;0.000224649;0.000752563;0.001085311;0.000140263;0.000236141;6.56006E-05;0.000106667;0.000697776;0.001221036;6
R00 - R99;Warm Female;0.002053157;0.0019133;-0.01129632;0.02193993;0.000271418;0.000227449;0.000257798;0.000267572;0.000695656;0.001292534;0.00010684;0.000281424;7.10943E-05;0.000126961;0.001797281;0.001451326;6
R00 - R99;Warm Male;0.002259206;0.001977166;0.01997959;0.02264444;0.000289645;0.00023509;0.000199063;0.000276438;0.000816455;0.001335604;0.000180643;0.000290347;0.000058034;0.000131356;-0.000667649;0.001505843;6
R00 - R99;Cold All;0.004152215;0.002134036;0.0115528;0.01509411;-8.41743E-05;0.000264143;0.000510335;0.000234653;0.002308097;0.001467104;0.000283484;0.000211472;0.000232679;0.000232304;0.000437337;0.001070227;6
R00 - R99;Cold Female;0.004444522;0.002522054;0.03237323;0.01787422;-0.000502859;0.000312077;0.000371257;0.000277514;0.003722015;0.001732652;0.000544737;0.000249918;0.000114596;0.00027464;0.000688609;0.001267302;6
R00 - R99;Cold Male;0.003817068;0.002511248;-0.01352178;0.01770396;0.000426581;0.000310594;0.000683518;0.000275896;0.000589793;0.001727164;-3.36221E-05;0.000248687;0.000378264;0.000273157;0.000142814;0.001255946;6
R00 - R99;Age 0-10 All;0.007402026;0.005204303;-0.03331114;0.04467943;0.000589443;0.000623719;0.000968626;0.000642344;0.00230964;0.003539563;0.000359635;0.000605798;0.000168055;0.000414299;0.007287623;0.003104517;6
R00 - R99;Age 0-10 Female;0.00444644;0.006988239;-0.04006677;0.05986244;0.001024956;0.000835909;0.000740776;0.000861758;-0.000515566;0.004748286;-0.000257976;0.000810864;0.000156118;0.000556286;0.00882392;0.004144379;6
R00 - R99;Age 0-10 Male;0.009793616;0.006499237;-0.02794496;0.05589005;0.000233585;0.000780076;0.001153635;0.000802792;0.004602431;0.004422735;0.000866048;0.000758301;0.000176643;0.000517323;0.006001617;0.003897314;6
R00 - R99;Age 11-60 All;0.000535377;0.002097245;0.006902086;0.018475036;-4.90829E-06;0.000252347;0.000195911;0.000261011;8.37829E-05;0.001423828;-5.22306E-06;0.000249285;2.68699E-05;0.000162936;-0.000989454;0.001275795;6
R00 - R99;Age 11-60 Female;0.001228055;0.00254776;0.005231132;0.022503847;-1.28785E-05;0.000306432;0.000192158;0.000317125;0.000540443;0.001730009;0.000115803;0.000303125;1.0757E-05;0.000197828;-2.29489E-05;0.001553067;6
R00 - R99;Age 11-60 Male;-0.000395289;0.002676032;0.009114318;0.023490929;6.05316E-06;0.000322175;0.000200753;0.00033302;-0.000528602;0.001816303;-0.000167132;0.000317654;4.88034E-05;0.000208067;-0.002276603;0.001623279;6
R00 - R99;Age 60+All;0.005890284;0.00266048;0.0206745;0.02344859;0.000307614;0.000320068;0.000558513;0.000331202;0.003047083;0.001808929;0.000511263;0.000317233;0.000206344;0.000206443;0.001617859;0.001622885;6
R00 - R99;Age 60+ Female;0.006262326;0.003295896;0.05069013;0.02905736;-0.000191038;0.000396623;0.000506859;0.000410739;0.004841111;0.002238766;0.00090262;0.00039286;0.000232508;0.000255686;0.001754905;0.002008894;6
R00 - R99;Age 60+ Male;0.005462917;0.003519918;-0.01327101;0.03098305;0.000875382;0.00042287;0.000616316;0.00043755;0.000996246;0.002394653;6.5851E-05;0.000419563;0.000176096;0.000273076;0.001460223;0.002147944;6
R00 - R99;All: LAG 7;0.002150614;0.001843438;-0.009024878;0.016357967;0.000495657;0.000221359;0.00020438;0.000229267;0.000956704;0.001251881;-4.43614E-05;0.000218523;0.000285217;0.000143783;0.000912382;0.001121744;7
R00 - R99;Female;0.002377233;0.00218601;0.005370946;0.019432046;0.000400701;0.000262451;0.000153651;0.000272044;0.001298675;0.001484558;7.50267E-05;0.000259313;0.000241484;0.000170488;5.53251E-05;0.001332741;7
R00 - R99;Male;0.001876314;0.002214198;-0.02656466;0.01959934;0.000612743;0.000266009;0.00026657;0.000275149;0.000539409;0.001503478;-0.000189942;0.000262188;0.000339066;0.000172762;0.001959397;0.001343925;7
R00 - R99;Warm All;0.005092723;0.001608535;0.01015889;0.01863433;0.000656026;0.000189507;0.000654145;0.000225038;0.002145961;0.001086078;0.000261988;0.000234632;0.000254858;0.000107058;0.001073834;0.001224389;7
R00 - R99;Warm Female;0.005237444;0.0019141;0.03071104;0.02215537;0.000544774;0.000225583;0.000828237;0.000267517;0.001776965;0.001292808;0.00029369;0.000279181;0.000169573;0.000127455;0.001838315;0.001455322;7
R00 - R99;Warm Male;0.004910702;0.00198117;-0.01516365;0.02294327;0.00079212;0.000233333;0.000439116;0.000277396;0.00259763;0.001336313;0.00022325;0.000288748;0.000359287;0.000131709;0.000132857;0.001508485;7
R00 - R99;Cold All;-0.001150082;0.002110621;-0.01940419;0.01512734;0.000349856;0.00026364;-0.000129698;0.000232706;-0.000420814;0.001451128;-0.000212576;0.000209983;0.000438312;0.000229224;0.000965999;0.001063737;7
R00 - R99;Cold Female;-0.000834395;0.002497227;-0.007632675;0.017943669;0.000257685;0.00031181;-0.000386154;0.000275533;0.000949087;0.001716436;-2.22818E-05;0.00024861;0.000521412;0.000271092;-0.000836881;0.001261916;7
R00 - R99;Cold Male;-0.001508578;0.002483169;-0.03360951;0.01774175;0.000464166;0.000310345;0.000186175;0.000273445;-0.002080698;0.0017074;-0.000443359;0.000246802;0.000340495;0.000269908;0.003157314;0.001246466;7
R00 - R99;Age 0-10 All;0.003294346;0.005210778;-0.07525379;0.04485507;0.001265858;0.000619534;0.000411688;0.000643494;-0.000960707;0.003542128;-0.000419755;0.000605682;0.000233992;0.000413734;0.007214264;0.003093774;7
R00 - R99;Age 0-10 Female;0.0052717;0.006983272;-0.04648815;0.05975885;0.001425889;0.000829601;0.000703054;0.000859187;2.8142E-05;0.004750196;-0.000341762;0.000809939;0.000409285;0.000556068;0.0067028;0.004141568;7
R00 - R99;Age 0-10 Male;0.00172255;0.00650971;-0.09846794;0.05631628;0.001127431;0.000774832;0.000174478;0.000806313;-0.00173637;0.00442251;-0.000474714;0.00075803;8.93314E-05;0.000515649;0.007631812;0.003870659;7
R00 - R99;Age 11-60 All;0.001336902;0.002091981;-0.006702563;0.018587341;0.000313918;0.000251402;0.000172843;0.000260283;0.00057143;0.001419898;-5.45509E-05;0.000248072;0.000200291;0.000163097;-0.000488293;0.001273885;7
R00 - R99;Age 11-60 Female;-1.73858E-05;0.002539948;-0.00978664;0.02262798;0.000219366;0.000305082;-3.68178E-05;0.000316253;-0.000183521;0.001723872;-0.000116337;0.000301391;7.94054E-05;0.000197976;-0.001972188;0.001550955;7
R00 - R99;Age 11-60 Male;0.003177025;0.002668902;-0.002636618;0.023629143;0.000442089;0.000321009;0.00045533;0.000331715;0.001600932;0.001811586;3.02718E-05;0.000316215;0.000364484;0.000208162;0.00148832;0.001618672;7
R00 - R99;Age 60+All;0.003363298;0.002653302;0.003177248;0.023658649;0.000650998;0.000319149;0.000209489;0.000330268;0.002105229;0.001802836;6.29198E-05;0.000315727;0.000453656;0.000206351;0.001922449;0.001621449;7
R00 - R99;Age 60+ Female;0.006594912;0.003287321;0.04651918;0.02931634;0.00056442;0.000395416;0.000422401;0.000409629;0.00451238;0.002234077;0.000542909;0.000391434;0.0005347;0.000255722;0.00266879;0.002007764;7
R00 - R99;Age 60+ Male;-0.00029751;0.003507727;-0.04581525;0.03125377;0.000750213;0.000422215;-3.12315E-05;0.000436142;-0.000621046;0.002382609;-0.000479726;0.000416937;0.000361659;0.000272925;0.001077914;0.00214553;7
R00 - R99;All: LAG 8;0.000699923;0.001845357;0.00035829;0.016403775;0.000116965;0.000220905;0.000149306;0.000229033;0.000468722;0.001256601;-2.83801E-05;0.000220189;0.000144589;0.000143188;0.000305705;0.001115898;8
R00 - R99;Female;0.002719643;0.002184888;0.01845989;0.01946522;5.02487E-05;0.000261633;0.000331401;0.000271327;0.00153798;0.001487899;0.000255433;0.000261053;0.000105948;0.000169475;0.00098437;0.001324327;8
R00 - R99;Male;-0.001775642;0.0022197;-0.02166561;0.01967761;0.000199053;0.000265712;-7.33051E-05;0.000275361;-0.00084169;0.001511592;-0.000374479;0.000264382;0.000192455;0.000172387;-0.000517258;0.001338747;8
R00 - R99;Warm All;0.004296023;0.001617449;0.04402426;0.01877599;5.95473E-05;0.000188902;0.000548669;0.000225512;0.00344189;0.001095628;0.00070249;0.000238298;0.000263226;0.000106796;0.001384252;0.001224455;8
R00 - R99;Warm Female;0.005207544;0.001923401;0.05363196;0.02234275;0.000064646;0.000224778;0.000694444;0.000268052;0.003436902;0.001303841;0.000840209;0.000283642;0.000192557;0.000127085;0.001817349;0.001455827;8
R00 - R99;Warm Male;0.003173112;0.001997314;0.03216326;0.02316304;5.32758E-05;0.000232947;0.000368307;0.00027858;0.003450822;0.001352302;0.000533875;0.000293966;0.000350616;0.000131766;0.00085275;0.001511568;8
R00 - R99;Cold All;-0.003451513;0.002099114;-0.02087964;0.01514529;0.000216727;0.000264027;-0.000158287;0.000231846;-0.003118617;0.001444343;-0.000419113;0.000210491;-0.000233153;0.000226516;-0.000276778;0.001054639;8
R00 - R99;Cold Female;1.33152E-05;0.002477986;0.002492332;0.017914057;-2.3503E-05;0.00031153;5.01782E-05;0.000273771;-0.00051048;0.001704921;-1.40614E-05;0.000248724;-0.000197813;0.00026717;0.000511317;0.001248074;8
R00 - R99;Cold Male;-0.007662713;0.002472763;-0.049106686;0.017798448;0.000510515;0.000311314;-0.00040964;0.000273123;-0.006296746;0.001701527;-0.000910974;0.000247611;-0.000273983;0.000267277;-0.001222482;0.001239136;8
R00 - R99;Age 0-10 All;0.007401013;0.005213425;-0.04458601;0.04480884;0.000497215;0.000619854;0.001063349;0.000642945;0.003152579;0.003553486;0.000372127;0.000607645;0.000370096;0.000412499;0.006764517;0.003074148;8
R00 - R99;Age 0-10 Female;0.015366535;0.006979819;0.04337139;0.05966172;-4.38228E-05;0.000831061;0.002589427;0.00085645;0.00530546;0.004763855;0.00118516;0.000812052;-3.49004E-05;0.000554323;0.010687164;0.004107601;8
R00 - R99;Age 0-10 Male;0.000941141;0.00651679;-0.11756327;0.05623742;0.000936585;0.000773841;-0.000190396;0.000806765;0.001423699;0.004437129;-0.000292219;0.000760512;0.000698556;0.000514021;0.003561255;0.003850658;8
R00 - R99;Age 11-60 All;0.001124255;0.0020919;-0.000459748;0.018632246;6.83101E-05;0.000250507;0.000266114;0.000259686;0.000554578;0.001424054;9.8434E-06;0.000249868;0.000124696;0.000162147;-7.51296E-05;0.001265523;8
R00 - R99;Age 11-60 Female;0.001385616;0.002537174;-0.002099875;0.022664727;1.58897E-05;0.000303755;0.000295786;0.0003152;0.000468326;0.001727072;7.07289E-05;0.00030344;3.94182E-05;0.000196541;-0.000372037;0.001541484;8
R00 - R99;Age 11-60 Male;0.000784926;0.00267631;0.001730702;0.023743136;0.000138967;0.000320591;0.000227849;0.000331925;0.000680923;0.00182203;-7.03182E-05;0.000319107;0.000241007;0.000207618;0.000327906;0.001609763;8
R00 - R99;Age 60+All;-0.001671839;0.002658309;0.01319211;0.02374306;0.000118302;0.000318608;-0.000283162;0.000330264;-0.000339247;0.001811058;-0.000203051;0.000318428;0.000130247;0.000205818;-0.000623101;0.001616119;8
R00 - R99;Age 60+ Female;0.002859885;0.003289204;0.05350097;0.02938706;0.00014331;0.000394338;-5.24083E-05;0.000409062;0.002902457;0.002240459;0.000422985;0.000394336;0.000265373;0.000254535;0.00160273;0.001995653;8
R00 - R99;Age 60+ Male;-0.006806155;0.003513792;-0.03236878;0.03137003;9.18523E-05;0.000421265;-0.000541636;0.000436312;-0.00402425;0.002394015;-0.000912007;0.000420402;-2.35384E-05;0.000272358;-0.003165551;0.002141546;8
R00 - R99;All: LAG 9;0.000578999;0.001852318;-0.001808008;0.016374502;-0.000115315;0.0002207;0.000280703;0.000229528;-0.000204276;0.001260158;2.34764E-05;0.000220407;-7.68137E-05;0.000143472;0.000831853;0.001107259;9
